"gene","modules","cell_type","module_name","name","merge_module"
"FLNB","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"GIMAP5","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"HBS1L","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"HDAC7","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"IFNAR2","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"IGBP1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"IL16","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"IPCEF1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"IRAG2","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"ITGB2-AS1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"KDM5B","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"LAT","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"LDLRAD4","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"MSL3","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"NFATC1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"P2RY10","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"PACS1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"PITPNC1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"POU2F2","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"R3HDM4","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"RAP1GDS1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"RASGRP2","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"RIPOR2","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"SDCCAG8","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"SEPTIN9","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"SESN3","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"SIRPG","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"SNX9","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"STK26","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"TACC3","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"TESPA1","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"TMEM131L","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"TMEM204","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"TMEM245","3_38","other_T","other_T_9_17","other_T_9_17: Lymphoid Tissue","other_T_6"
"ATP5MG","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"BLVRA","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"BZW2","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"CAT","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"CCT8","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"CD8B","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"COX7C","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"DYNLT2B","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"ECSIT","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"EIF3H","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"FXR1","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"GPKOW","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"HYCC1","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"LZIC","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"NFATC3","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"NOA1","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"OCIAD2","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"OXLD1","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"PARVG","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"RAD23B","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"RNF181","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"UBL7","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"VMA21","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"ZCRB1","3_39","other_T","other_T_9_18","other_T_9_18: Cancer immunotherapy by PD 1 blockade","other_T_8"
"BRWD1","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"CDC42SE2","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"GLS","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"HERC4","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"IKBKB","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"MARK3","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"NLRC5","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"NSD1","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"PRKCB","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"RNF38","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"SLMAP","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"SMARCA2","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"TAOK1","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"TNRC6A","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"WAC","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"ZFX","3_40","other_T","other_T_9_19","other_T_9_19: Terminal Repeat Sequences","other_T_12"
"DPP3","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"EBP","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"LSM4","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"MAP4K1","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"MCRS1","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"MRPL11","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"NDUFA1","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"PMVK","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"PSMD2","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"RABIF","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"RPUSD3","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"SSRP1","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"TMSB10","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"TTC1","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"UQCRQ","3_41","other_T","other_T_9_20","other_T_9_20: Cholesterol synthesis disorders","other_T_3"
"AGO2","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"BRAF","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"BRD1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"CTPS1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"DYNC1H1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"GNAS","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"HAPSTR1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"HIPK1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"JMY","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"JOSD1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"MAP3K2","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"MSL2","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"RBM39","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"SIPA1L1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"SYAP1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"TLE4","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"ZBTB1","3_42","other_T","other_T_9_21","other_T_9_21: Serotonin receptor 4 6 7 and NR3C signaling","other_T_12"
"ARID4B","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"ATOSA","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"BRD4","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"CEP85L","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"FNBP1","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"ORC2","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"PCNX1","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"PHKB","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"RASA1","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"RBM5","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"SLC4A7","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"STAG2","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"UBR5","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"WNK1","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"ZNF207","3_43","other_T","other_T_9_22","other_T_9_22: nuclear chromosome","other_T_12"
"ADAR","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"AZI2","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"DTX3L","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"HELZ2","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"HERC6","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"HSH2D","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"IFI35","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"IFI44","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"IFIT3","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"LGALS9","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"OASL","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"PARP12","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"PARP14","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"PHF11","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"RIGI","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"SHFL","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"STAT2","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"TRIM22","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"TRIM25","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"TYMP","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"ZBP1","3_44","other_T","other_T_9_23","other_T_9_23: HALLMARK_INTERFERON_GAMMA_RESPONSE","other_T_5"
"ABCB7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ACAA1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ACO2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ACOT9","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"AGPS","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"AIDA","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"AP1G2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"APEH","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ARF3","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ARHGAP1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ARHGEF6","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ASB8","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ASXL2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ATP6V1A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ATP6V1E1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"BECN1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"BLOC1S2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"BNIP1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"C11orf58","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"C19orf53","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"C6orf226","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CAPN2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CCDC28A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CCDC32","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CCNQ","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CD5","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CD53","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CDC16","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CDC27","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CHMP5","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CHUK","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CINP","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CMTM6","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CNOT10","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CNOT7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CPSF6","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"CTLA4","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DCAF7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DDX54","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DELE1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DMAC1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DNTTIP1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"DRG2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ECHDC1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"EI24","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"EIF3D","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"EIF4H","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"EOMES","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ESD","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"FADD","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"FBXO7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"FUNDC2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GABARAPL2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GALNT2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GFOD1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GLUD1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GMDS","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GNA12","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GPR137B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"GRHPR","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"HADHA","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"IFT20","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"IFT27","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"IRF2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ITM2A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"LAMP2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"LARP7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"LRCH4","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MED25","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MFSD11","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL41","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL44","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL45","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL48","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPL9","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MRPS31","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MTDH","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MYL6B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"MZT1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"NDFIP2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"NDUFS7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"NFYC","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"NUDT22","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"NUP37","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"OTUB1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PDZD11","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PGM2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PNKD","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PPA2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PPP6C","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PQBP1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PRDX5","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PRKAR1A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PSMF1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PTPN18","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"PXK","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RAB11B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RAB27A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RAB33A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RAB7A","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RER1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RNASEH1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RNASEH2C","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RNF10","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RNF20","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RPA1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RPTOR","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"RRP36","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SERPINB8","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SMAD2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SMAP1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SMDT1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SMIM19","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SMIM20","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SNAP29","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SNX2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SNX6","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SRP72","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"STARD3","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"SURF1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"TECR","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"TM9SF2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"TMEM126B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"TSTD1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"TUFM","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UBASH3B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UBE2D2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UBE2G1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UBE2V2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UFL1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"UHMK1","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"VAMP7","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"VPS26B","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"WDR13","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"XRN2","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"YBEY","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
"ZNF330","2_45","other_T","other_T_10_1","other_T_10_1: macroautophagy","other_T_8"
